1160,31,1.58746
1176,31,1.34871
1192,31,1.91178
1160,47,1.20146
1176,47,1.60304
1192,47,2.02146
1160,63,1.45742
1176,63,1.45742
1112,79,1.16189
1128,79,1.4518
1144,79,1.72621
1160,79,1.91178
1176,79,1.83705
1112,95,1.5708
1128,95,1.39612
1144,95,1.36464
1160,95,1.39208
1176,95,2.0032
1112,111,1.91178
1144,111,1.73071
1160,111,1.6227
1112,127,1.36511
1128,127,1.21609
1144,127,1.4486
1160,127,2.0259
1096,143,1.70367
1112,143,1.80698
1128,143,1.77505
1144,143,1.91178
248,159,1.71429
280,159,1.27559
1080,159,1.22982
1096,159,1.6825
1112,159,1.25875
1128,159,1.80698
248,175,1.60304
264,175,2.02146
280,175,1.16848
296,175,2.0032
248,191,1.5231
264,191,1.92569
280,191,1.44247
296,191,1.96788
248,207,1.33493
264,207,1.90533
280,207,1.47432
296,207,1.9513
248,223,1.41088
264,223,1.82335
280,223,1.70589
248,239,1.15839
264,239,1.79288
280,239,1.39632
296,239,1.92569
152,255,1.19029
296,255,1.49175
328,255,1.9513
1080,255,1.55399
1096,255,1.24474
1112,255,1.82335
168,271,1.53956
184,271,1.66727
1064,271,1.41088
1096,271,1.72036
280,367,1.77894
264,383,1.28824
280,383,1.65063
1048,383,1.44644
1064,383,1.25875
1080,383,1.9513
264,399,1.17372
280,399,1.63522
1112,399,1.76198
264,415,1.41088
280,415,1.60304
296,415,2.04726
264,431,1.31824
280,431,1.60304
296,431,2.02146
264,447,1.37961
280,447,1.60304
296,447,1.99499
264,463,1.34871
280,463,1.60304
296,463,2.03444
264,479,1.34871
280,479,1.60304
296,479,2.02146
1032,479,1.28824
1048,479,1.50064
1064,479,2.00813
264,495,1.34871
280,495,1.60304
296,495,1.99499
1016,495,1.1466
1032,495,1.60304
1048,495,1.60304
264,511,1.34871
280,511,1.60304
296,511,1.99499
1016,511,1.17372
1032,511,1.60304
1048,511,1.60304
264,527,1.31824
280,527,1.60304
296,527,1.94013
1016,527,1.20146
1032,527,1.60304
1048,527,1.6825
264,543,1.28824
280,543,1.60304
296,543,1.91178
1016,543,1.28824
1032,543,1.74588
1048,543,1.82335
1112,543,1.2865
264,559,1.20146
280,559,1.60304
296,559,1.91178
1016,559,1.39665
1032,559,1.20146
1048,559,1.9779
264,575,1.22982
280,575,1.60304
296,575,1.85335
264,591,1.1466
280,591,1.60304
296,591,1.85335
280,607,1.60304
296,607,1.76198
280,623,1.5708
296,623,1.76198
280,639,1.53855
296,639,1.69912
280,655,1.47432
296,655,1.63522
456,655,1.27934
472,655,1.71339
280,671,1.41088
296,671,1.63522
104,687,1.50585
216,687,1.71442
280,687,1.37961
296,687,1.60304
456,687,1.1466
472,687,1.79288
280,703,1.41088
296,703,1.60304
472,703,1.89551
280,719,1.34871
296,719,1.60304
312,719,2.02146
472,719,1.82654
