1096,31,1.80335
1080,47,1.41088
1064,63,1.18805
1080,63,1.92379
1064,159,1.41088
1096,159,1.77505
1048,255,1.16067
1064,255,1.96788
1048,271,1.61999
1032,287,1.22982
1048,287,1.83705
1064,287,1.79288
1032,303,1.3037
1048,303,1.88179
1064,303,1.76198
1032,319,1.5708
1048,319,1.17372
1064,319,1.86658
1032,335,1.53855
1048,335,1.21609
1064,335,1.91178
1048,351,1.44644
296,415,1.53855
296,431,1.53855
312,431,1.96788
296,447,1.52299
312,447,1.82335
296,463,1.47432
312,463,1.79288
296,479,1.53855
312,479,1.80776
296,495,1.60304
312,495,1.91178
296,511,1.55524
312,511,1.74595
296,527,1.39632
312,527,1.60304
328,527,2.02146
296,543,1.41088
312,543,1.60304
1000,543,1.24474
1016,543,1.60304
1032,543,1.60304
1048,543,2.03444
8,559,1.91178
296,559,1.41088
312,559,1.60304
1000,559,1.28824
1016,559,1.60304
1032,559,1.60304
1048,559,2.03444
8,575,1.85335
296,575,1.31824
312,575,1.60304
328,575,1.99499
1000,575,1.33455
1016,575,1.50637
1032,575,1.78155
8,591,1.89255
104,591,1.24474
120,591,2.01458
296,591,1.34871
312,591,1.60304
328,591,2.04726
1000,591,1.33664
1016,591,1.50637
1032,591,1.74436
8,607,1.83903
296,607,1.36464
312,607,1.60304
328,607,1.99499
504,607,1.7137
1016,607,1.55521
1032,607,1.99003
296,623,1.37961
312,623,1.60304
664,623,1.37252
680,623,1.94013
728,623,1.79288
296,639,1.44247
312,639,1.60304
728,639,1.70335
920,639,1.49097
280,655,1.28824
296,655,1.60304
312,655,1.60304
760,655,1.2397
904,655,1.21436
920,655,2.03444
8,671,1.88284
184,671,1.21935
280,671,1.27559
296,671,1.58153
312,671,1.60304
328,671,2.02146
344,671,1.65251
808,671,1.16067
824,671,1.83705
1096,671,1.86467
8,687,1.92224
136,687,1.21609
152,687,2.06075
184,687,1.23948
296,687,1.42761
312,687,1.60304
328,687,2.04726
1016,687,1.27934
1032,687,1.25875
1048,687,2.04726
1096,687,1.80704
296,703,1.39632
312,703,1.60304
1016,703,1.61817
1032,703,1.58508
120,719,1.32582
296,719,1.31824
312,719,1.60304
1096,719,1.52141
