1048,15,1.78222
1064,15,1.63322
1032,95,1.1466
1048,95,1.9779
1032,111,1.3037
1048,111,2.04726
1032,127,1.5878
1064,127,1.68473
1032,143,1.93743
1048,143,1.28824
1064,143,1.99499
8,239,1.18491
24,239,1.83801
24,271,1.65394
24,303,1.65197
8,319,1.13417
24,319,1.75969
24,335,1.47432
40,335,2.0032
24,351,1.37961
40,351,1.96788
1016,351,1.49086
1032,351,1.57543
1048,351,1.99499
24,367,1.31824
40,367,1.94013
1000,367,1.20146
1016,367,1.60304
1032,367,1.60304
1048,367,1.96788
24,383,1.47432
40,383,1.94013
1000,383,1.17372
1016,383,1.60304
1032,383,1.60304
1048,383,1.94564
24,399,1.39574
40,399,1.88284
1000,399,1.1466
1016,399,1.60304
1032,399,1.60304
1048,399,1.9779
24,415,1.49107
40,415,1.96788
1016,415,1.77644
1032,415,1.48962
24,431,1.52299
40,431,1.89551
24,447,1.66727
24,463,1.60304
312,463,1.16189
328,463,1.92224
8,479,1.22982
24,479,1.69912
8,495,1.24474
24,495,1.76198
312,495,1.15839
328,495,1.7145
8,511,1.28824
24,511,1.77644
312,511,1.21609
328,511,1.79288
8,527,1.47432
24,527,1.94013
312,527,1.41088
328,527,1.63522
8,543,1.50637
24,543,1.94013
312,543,1.39574
328,543,1.60304
344,543,2.02146
8,559,1.31824
312,559,1.37961
328,559,1.66727
8,575,1.60295
312,575,1.44247
328,575,1.63522
616,575,1.73071
1016,575,1.3658
1032,575,1.60304
1048,575,1.96788
8,591,1.55325
312,591,1.44247
328,591,1.73071
1016,591,1.47432
1032,591,1.60304
1048,591,1.91178
8,607,1.55325
312,607,1.45891
328,607,1.63522
1016,607,1.25875
1032,607,1.60304
1048,607,2.04726
8,623,1.88284
312,623,1.53855
328,623,1.73071
1016,623,1.31824
1032,623,1.60304
8,639,1.88284
168,639,1.3781
312,639,1.5708
328,639,1.76198
520,639,1.32582
1016,639,1.31824
1032,639,1.74595
8,655,1.8805
312,655,1.5708
328,655,1.82335
8,671,1.91178
312,671,1.5708
328,671,1.79288
648,671,1.60304
664,671,1.98321
312,687,1.60304
328,687,1.85335
840,687,1.6342
1000,687,1.31824
1016,687,1.99499
1064,687,1.73595
312,703,1.58746
328,703,1.82335
664,703,1.26645
680,703,1.92379
296,719,1.1466
312,719,1.60304
328,719,1.63522
