1192,15,1.65447
1208,15,1.60304
1224,15,2.04726
1192,31,1.42718
1208,31,1.79288
1176,47,1.25875
1192,47,1.50637
1208,47,2.03444
1144,63,1.33395
1160,63,1.83595
1176,63,1.43059
1192,63,1.96788
1144,79,1.66699
1160,79,1.28824
1176,79,2.0032
1128,111,1.16067
1128,127,1.62019
1144,127,1.24474
1144,143,1.92957
1096,191,1.13417
1112,191,1.82335
1128,191,1.68437
1080,207,1.18805
1096,207,1.60287
1112,207,1.66727
1128,207,1.88284
1080,223,1.85335
1096,223,1.22982
1112,223,1.39208
1128,223,2.03444
1064,239,1.34156
1112,239,1.73071
1064,255,1.78062
1080,255,1.67214
1096,255,1.60304
1112,255,2.03444
360,271,1.27693
1048,271,1.17372
1064,271,1.91178
1080,271,1.50602
1096,271,1.91178
328,287,1.87081
360,287,1.69912
312,303,1.18491
328,303,2.00913
312,319,1.41088
344,319,1.48974
312,335,1.66727
344,335,1.71175
1048,335,1.33395
1064,335,1.55228
1080,335,1.89702
296,351,1.22982
312,351,1.7145
328,351,1.34871
344,351,1.94013
1032,351,1.3037
1048,351,1.9779
1064,351,1.74547
296,367,1.31824
312,367,1.69859
328,367,1.60304
344,367,2.02146
296,383,1.45891
312,383,1.53607
328,383,1.60304
344,383,2.04726
296,399,1.50637
312,399,1.60304
328,399,1.60304
296,415,1.5708
312,415,1.60304
328,415,1.86778
280,431,1.1466
296,431,1.60304
312,431,1.60304
328,431,1.96788
1016,431,1.49638
1032,431,2.0032
8,447,1.80704
280,447,1.29178
296,447,1.60304
312,447,1.71414
344,447,1.66727
1016,447,1.31019
1032,447,1.33547
280,463,1.52299
296,463,1.60304
312,463,1.79288
1032,463,1.73595
264,479,1.18805
280,479,1.60304
296,479,1.60304
312,479,1.94013
264,495,1.41088
280,495,1.60304
296,495,1.61858
1016,495,1.88708
264,511,1.5708
280,511,1.60304
296,511,1.77644
264,527,1.5708
280,527,1.60304
296,527,1.85335
152,543,1.50899
168,543,2.00813
248,543,1.58834
264,543,1.34871
280,543,1.60304
296,543,1.85335
264,559,1.41088
280,559,1.60304
296,559,1.85335
264,575,1.2469
280,575,1.60304
296,575,1.90867
264,591,1.34871
280,591,1.60304
296,591,1.73071
328,591,1.21609
344,591,1.9779
264,607,1.28824
280,607,1.60304
296,607,1.82335
328,607,1.62111
408,607,1.77948
264,623,1.34871
280,623,1.60304
296,623,1.85335
264,639,1.28824
280,639,1.60304
296,639,1.82335
648,639,1.44247
264,655,1.33395
280,655,1.60304
296,655,1.91178
456,655,1.34871
472,655,1.79288
264,671,1.28824
280,671,1.60304
296,671,1.91178
264,687,1.25875
280,687,1.60304
296,687,1.96788
1032,687,1.50637
200,703,1.8805
264,703,1.25875
280,703,1.60304
296,703,1.91178
264,719,1.21609
280,719,1.60304
296,719,1.96788
