1016,79,1.21609
1032,79,1.98126
1016,95,1.49086
1032,95,1.66727
1048,95,1.58565
1000,111,1.1466
1016,111,1.60304
1032,111,1.60304
1048,111,1.83705
1016,127,1.60412
1032,127,1.85335
1048,127,2.00742
1016,143,1.83584
1032,287,1.55521
1048,287,1.60304
1064,287,2.00813
8,303,1.63322
1016,303,1.22982
1032,303,1.60304
1048,303,1.60304
1016,319,1.22982
1032,319,1.60304
1048,319,1.63522
8,335,1.69912
1016,335,1.28824
1032,335,1.60304
1048,335,1.71414
328,415,1.42557
328,431,1.60304
344,431,1.99499
328,447,1.69912
312,463,1.41088
328,463,1.73071
312,479,1.37961
328,479,1.74547
312,495,1.44247
328,495,1.73071
40,511,1.23317
312,511,1.50637
328,511,1.76198
1016,511,1.53748
1032,511,1.47862
1048,511,1.61994
1064,511,1.99499
1160,511,1.21609
1176,511,1.98209
312,527,1.50637
328,527,1.76198
1016,527,1.47432
1032,527,1.96788
312,543,1.53855
328,543,1.79288
1000,543,1.28824
1016,543,1.50637
1032,543,1.69223
296,559,1.17372
312,559,1.60304
328,559,1.73071
1016,559,1.53855
1032,559,1.73071
296,575,1.22982
312,575,1.60304
328,575,1.66727
1000,575,1.34871
1016,575,1.60304
1032,575,1.82335
296,591,1.17372
312,591,1.60304
328,591,1.73071
296,607,1.1466
312,607,1.60304
328,607,1.69912
72,623,1.13417
88,623,2.03444
296,623,1.20146
312,623,1.60304
328,623,1.82335
296,639,1.22982
312,639,1.60304
328,639,1.91178
824,639,1.28824
840,639,1.34871
1016,639,1.3037
1032,639,1.18184
1048,639,1.92379
296,655,1.20146
312,655,1.60304
328,655,1.83801
1016,655,1.53956
296,671,1.22982
312,671,1.60304
328,671,1.82335
536,671,1.19303
552,671,2.03444
1000,671,1.8505
1032,671,1.73595
72,687,1.37656
296,687,1.25875
312,687,1.60304
328,687,1.88284
520,687,1.76299
536,687,1.86658
296,703,1.4796
312,703,1.60304
504,703,1.30095
520,703,1.79583
104,719,1.38545
296,719,1.49107
312,719,1.60304
904,719,1.5708
920,719,1.44725
936,719,1.99499
968,719,1.58456
1016,719,2.03444
1032,719,1.86658
